,Name,N,M,K,k-nearest,Best.Obj,Avg.Obj,Avg.Time
0,Golden_19,25,361,10,0.7,925,926.0,3.9169
1,Golden_19,25,361,10,0.5,925,1852.75,7.9119
2,Golden_19,25,361,10,0.3,925,2787.0,12.0104
3,Golden_19,25,361,10,0.1,925,3731.375,16.1151
