,,,,,
201,Golden_16,44,481,0,107
207,Golden_16,49,481,0,114
164,Golden_16,54,481,0,117
30,Golden_16,61,481,0,122
115,Golden_16,69,481,0,125
184,Golden_16,81,481,0,145
28,Golden_16,97,481,0,152
82,Golden_17,17,241,0,50
104,Golden_17,18,241,0,52
89,Golden_17,19,241,0,52
41,Golden_17,21,241,0,55
66,Golden_17,22,241,0,56
32,Golden_17,25,241,0,58
159,Golden_17,27,241,0,62
19,Golden_17,31,241,0,70
142,Golden_17,35,241,0,72
178,Golden_17,41,241,0,69
13,Golden_17,49,241,0,66
186,Golden_18,21,301,0,71
193,Golden_18,22,301,0,76
156,Golden_18,24,301,0,80
49,Golden_18,26,301,0,84
128,Golden_18,28,301,0,90
62,Golden_18,31,301,0,88
165,Golden_18,34,301,0,90
2,Golden_18,38,301,0,92
60,Golden_18,43,301,0,99
200,Golden_18,51,301,0,111
171,Golden_18,61,301,0,104
38,Golden_19,25,361,0,87
44,Golden_19,26,361,0,92
31,Golden_19,28,361,0,99
33,Golden_19,31,361,0,110
148,Golden_19,33,361,0,113
208,Golden_19,37,361,0,120
121,Golden_19,41,361,0,124
134,Golden_19,46,361,0,124
195,Golden_19,52,361,0,122
182,Golden_19,61,361,0,121
206,Golden_19,73,361,0,127
94,Golden_20,29,421,0,118
119,Golden_20,31,421,0,120
149,Golden_20,33,421,0,128
101,Golden_20,36,421,0,130
123,Golden_20,39,421,0,135
37,Golden_20,43,421,0,143
14,Golden_20,47,421,0,151
5,Golden_20,53,421,0,157
6,Golden_20,61,421,0,149
17,Golden_20,71,421,0,144
143,Golden_20,85,421,0,157
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,Name,N,M,Error1,Error2
