Golden_1,22.77
Golden_2,26.00
Golden_3,29.00
Golden_4,31.87
Golden_5,42.86
Golden_6,35.62
Golden_7,30.82
Golden_8,27.48
Golden_9,1.26
Golden_10,1.25
Golden_11,1.24
Golden_12,1.24
Golden_13,2.26
Golden_14,2.26
Golden_15,2.25
Golden_16,2.24
Golden_17,1.79
Golden_18,2.07
Golden_19,2.32
Golden_20,2.67
